ID,assignment,comments,length
1472,9,"Forgot your github url--it's ok because I already have it, but pay more careful attention to the rubric.",18
1473,9,"Online test results: Nice perspective toward the end. Very useful to think about the less tech-savvy user. I'm sure eventually at some point in time the assumptions we make about prior user knowledge may encompass things like the '+', but as of now, what you all discovered makes a lot of sense as far as how people might be perceiving the simple icon.",63
1474,9,"App is looking good and pretty demo-able to me! Really awesome to even see the integration of Swipe. Search is working too -- very nice. (One note on search though, I'm not sure it was immediately intuitive that the search bar appeared in the header when clicking the search tab, I kind of expected the search bar to show up on the actual page below the header). Great job!",69
1475,9,Good work!,2
1476,9,Great job! Visual design and functionality have really come along. Only thing missing was a clear interpretation of your chi-square results.,22
1477,9,Online test results: Well organized. Great seeking qualitative feedback and logging it!,12
1478,9,Changes: - Notifications might be pretty consuming/not as useful at this scope esp. w/o real accounts yet so I wouldn't worry about that one,24
1479,9,Would be good to pluck some changes that you would want prioritized to finish before the final and place them into your dev plan,25
1480,9,Fit & Finish: Missing GitHub link in assignment submission but thanks for the update Piazza post!,17
1481,9,Overall looking pretty demo-able! Looking forward to seeing any other updates made in the coming week.,17
1482,9,"Online test results: Nice work. Qualitatively, I definitely agree that the new sidebar design is better in terms of users not accidentally trying to click something that isn't clickable. I also agree with the new icon for participants, seems to work well. ",43
1483,9,Missing GitHub repo link : (,6
1484,9,I see you've snagged a domain name -- nice! Looking forward to presentation/demo day!,15
1485,9,good job with statistics page. can you get more data without being too invasive?,14
1486,9,"137 unique users!? Amazing. A few suggestions, I know it's late in the game and you may even be done making changes, but...",23
1487,9,Eliminate the hamburger menu on your two screens that have it. It can prevent people from going directly to the home screen which is well developed andIt doesn't actually reduce the total number of button presses to navigate from one screen to the next (still 2).  it's just cluttering up the top and isn't properly aligned on the setting page.,62
